Date,^GSPC,VGK,EWJ,EEM,FXI,AGG,HYG,GLD,DBC,VNQ,BTC-USD,DX-Y.NYB
2002-11-29,531.834,110.7916,346.0296,227.8938,164.5573,110.2827,209.6614,281.0303,311.3325,200.0245,189.605,311.6815
2002-12-06,560.2011,107.5146,335.7466,231.5236,161.5446,111.1641,211.3818,285.0659,326.2012,198.7198,191.9324,318.4828
2002-12-13,549.3786,107.3975,324.5274,237.2471,164.9987,110.8189,209.7825,284.9404,334.4554,198.8927,189.6517,317.1525
2002-12-20,549.7742,107.5004,320.1665,239.1359,166.6399,108.8774,205.118,282.0544,334.6084,200.707,194.8111,302.7106
2002-12-27,549.3109,111.9945,325.8264,240.4043,165.7957,106.0053,200.1609,284.6424,322.6746,200.9319,200.4445,304.7253
2003-01-03,548.688,110.8604,332.5464,245.4499,167.349,106.1261,204.9444,285.9404,318.1422,200.4561,202.5147,299.0207
2003-01-10,515.1864,113.3162,322.9653,244.8401,168.9306,104.9705,206.8409,276.8407,321.4755,198.0725,201.0741,292.6796
2003-01-17,520.841,113.5333,318.3741,244.819,163.3621,105.8474,201.64,279.2471,322.5541,194.3587,195.5574,292.6016
2003-01-24,519.3012,114.1842,329.388,246.3941,162.409,105.5302,200.3205,280.15,322.0881,195.8881,197.4393,290.5251
2003-01-31,506.1341,117.5102,321.0718,241.311,160.6965,104.1778,197.9443,288.45,328.7212,198.1758,193.5514,307.2312
2003-02-07,495.9883,117.49,333.6109,232.6045,158.3805,103.5633,196.5812,295.2218,326.3867,200.1272,188.3903,309.2713
2003-02-14,480.2865,119.3521,342.2569,232.9122,156.9472,101.3207,197.4005,292.1784,329.9287,200.2894,186.2647,308.5484
2003-02-21,496.3796,115.9636,352.1781,235.1464,159.0394,102.6347,193.5729,292.7207,322.2181,199.1184,190.7995,306.2043
2003-02-28,480.3706,112.6909,342.8584,233.4976,159.5442,102.0433,189.396,288.3471,317.0867,200.3678,190.4267,304.6386
2003-03-07,472.098,112.3101,347.0661,233.057,160.6541,99.3629,189.1971,280.0768,310.3419,204.7075,193.2525,296.2892
2003-03-14,486.9944,114.6278,351.8209,227.5968,162.143,97.9251,187.4685,277.6351,313.4768,200.3041,201.3716,300.3382
2003-03-21,490.2966,113.0773,362.0846,225.7707,158.0586,99.1732,186.0589,274.2123,320.4301,199.7374,200.4879,296.8219
2003-03-28,485.6056,111.2351,362.7846,234.0591,157.0709,99.984,182.6504,267.9974,318.2167,199.5238,194.6357,290.1196
2003-04-04,496.5092,108.587,354.3257,243.6916,154.6328,99.7321,182.5713,271.6047,306.7545,197.4792,199.5802,291.3686
2003-04-11,492.497,105.9101,369.9329,244.8639,150.5216,98.3328,184.5723,264.6538,312.3844,194.5149,201.0085,287.2312
2003-04-18,497.898,105.1205,365.5502,240.2769,151.3169,96.6949,187.2662,263.0893,308.1265,190.3388,198.2347,282.7661
2003-04-25,495.1443,105.4894,376.246,247.0761,148.0346,96.4173,192.1323,259.0558,310.9282,187.817,188.2106,279.1969
2003-05-02,484.4737,104.0285,363.5858,248.6617,147.6877,97.0407,188.7015,265.8848,312.7472,180.7024,193.1697,273.1025
2003-05-09,493.0992,100.7825,365.4136,242.7124,144.935,97.9476,188.1844,266.6687,309.9985,182.8294,194.0032,268.164
2003-05-16,477.7159,100.0188,363.0236,239.2344,142.0304,98.6091,185.0069,269.1364,302.742,182.7737,201.5931,253.5724
2003-05-23,473.4646,101.2056,367.4325,237.0299,141.6955,98.1025,188.9858,266.4225,301.194,182.8707,200.5803,247.4142
2003-05-30,495.9661,101.7736,359.5845,238.7597,143.1228,97.864,183.9793,266.5237,296.7378,179.6234,203.0008,238.4169
2003-06-06,493.0457,101.6941,349.1637,241.8402,141.2875,98.9132,184.9387,256.5703,305.1864,178.4187,201.9277,243.4082
2003-06-13,488.8419,100.7457,356.3749,247.0245,142.261,99.438,182.3811,247.3043,297.3724,173.4532,208.4997,245.4832
2003-06-20,479.3456,99.9627,353.1082,243.9601,141.7988,100.9238,183.4398,251.174,291.7536,177.3707,210.5941,243.0763
2003-06-27,470.888,102.9045,359.4013,244.9588,142.3537,100.39,180.2172,254.9505,281.8133,179.1701,202.9491,248.8257
2003-07-04,451.0154,101.3145,361.7692,245.042,138.1362,100.0273,177.9703,252.5221,274.8086,175.5513,202.8172,244.5356
2003-07-11,447.9959,101.043,355.7591,240.0947,133.5111,100.0476,174.6257,255.2997,274.0916,173.5876,204.3565,238.2988
2003-07-18,447.6005,100.1844,354.376,239.1921,128.6028,102.001,176.4991,253.8296,270.2666,171.5287,205.7492,236.9653
2003-07-25,436.8187,98.5947,349.935,243.3249,126.6435,102.7584,174.4797,255.0775,273.2935,171.8288,197.065,238.2731
2003-08-01,444.5432,97.1785,336.7724,240.7613,127.9698,102.6042,175.1743,258.9087,274.9804,169.8426,188.9753,239.2991
2003-08-08,451.8383,96.0405,330.4723,242.0647,130.1794,101.1581,175.2838,249.7763,268.7931,169.101,189.2498,239.9471
2003-08-15,446.4773,95.6107,323.1314,241.2593,127.1612,99.6567,174.578,245.786,266.1631,169.7973,186.3902,230.5319
2003-08-22,454.747,94.1397,314.7343,243.5607,128.2064,100.1062,171.5292,252.363,267.5871,169.1811,186.9213,234.6156
2003-08-29,450.9683,95.9981,310.4702,241.1658,124.8404,101.8782,165.7861,247.7633,258.9452,169.105,185.4845,229.6345
2003-09-05,443.5852,94.6641,311.3666,243.228,128.9718,102.7808,165.8066,247.3597,254.882,170.5265,187.5716,232.6134
2003-09-12,446.6728,99.7447,303.3429,243.8303,130.2722,103.445,164.7612,242.4704,253.8515,170.5204,182.9055,228.9479
2003-09-19,444.3397,94.868,298.0214,240.6923,129.5959,103.3015,165.9342,242.6572,256.4099,171.5057,178.5864,222.7104
2003-09-26,436.9443,95.5955,294.3645,240.0381,128.9477,103.2536,165.7944,246.3814,259.4919,172.7448,179.5001,227.7189
2003-10-03,443.3836,92.848,291.1031,235.2407,130.7512,103.5988,163.9163,244.8152,262.2993,172.8359,177.0984,225.4446
2003-10-10,428.5781,93.655,292.5435,237.8796,130.7832,102.7891,160.6893,243.8321,256.4216,170.0973,174.0029,219.2964
2003-10-17,431.5952,92.351,283.0397,235.4974,130.433,101.5629,158.1476,245.0097,249.1364,168.9587,171.5088,226.1717
2003-10-24,411.7262,95.5061,280.7023,237.2357,129.7585,104.1429,155.5826,240.8212,248.3342,167.9704,169.2492,221.2213
2003-10-31,414.0818,92.4431,271.6342,239.9205,125.875,105.7023,157.7448,239.8577,248.4494,166.3039,171.1109,225.1258
2003-11-07,402.0934,92.1858,265.0253,239.6539,125.4263,105.5506,157.4785,238.7933,255.0773,165.2625,170.1624,222.1399
2003-11-14,396.0616,88.2311,270.6822,238.4225,125.1318,104.8123,156.8978,244.3239,256.4099,167.2965,169.522,220.1869
2003-11-21,377.7413,89.1871,262.0202,235.8008,127.0732,102.7522,155.566,242.9032,262.166,165.4399,165.1656,218.8967
2003-11-28,382.0744,88.9258,254.3648,239.644,127.2827,101.0895,151.663,241.8319,266.7768,168.2681,171.18,222.6912
2003-12-05,374.0297,85.7949,252.7728,238.4705,124.1575,98.978,152.0523,241.5231,260.3135,164.8405,165.4376,218.1148
2003-12-12,374.1191,85.8632,254.3521,235.3565,122.9482,97.5567,144.3983,243.0669,258.1959,163.5268,161.6112,211.4496
2003-12-19,362.9936,88.1269,252.7137,230.9206,121.5765,96.628,139.292,239.6831,259.0184,167.6781,158.1644,204.7029
2003-12-26,357.9183,86.9881,251.8942,227.7645,120.5628,93.3109,136.3501,241.3869,262.5945,166.5656,159.0599,208.8599
2004-01-02,346.0926,89.3416,250.513,228.7852,119.7983,91.96,137.7336,238.6169,262.5547,168.1431,157.3586,203.311
2004-01-09,344.1356,91.4431,243.3362,237.7763,117.9562,91.6784,138.9657,235.0163,257.3092,167.7242,155.3529,204.6066
2004-01-16,330.7182,88.1806,237.9894,240.0176,118.9786,90.888,137.5594,234.9486,247.2952,168.8487,152.9693,201.1882
2004-01-23,329.7322,84.0228,233.4556,239.316,118.6368,93.1297,136.5762,233.531,248.4119,168.0728,154.2457,201.7659
2004-01-30,323.818,82.6983,233.2104,236.7964,117.5385,95.3551,138.2933,226.5809,243.5493,162.887,156.2913,198.5776
2004-02-06,313.4324,82.1874,232.4964,227.3114,115.0243,94.9864,130.8566,228.3688,248.6428,163.9479,155.6512,191.455
2004-02-13,304.0643,80.1235,235.3114,232.0412,114.5153,94.1041,127.4728,228.4438,234.9081,160.579,147.2908,194.0511
2004-02-20,307.0665,81.1801,229.0701,231.5991,111.245,93.5389,129.1845,225.2568,229.2418,156.5694,147.6365,193.5736
2004-02-27,308.6024,81.8726,218.4096,228.3801,111.6591,93.4199,131.4351,225.1269,231.7728,154.7658,147.8125,197.4096
2004-03-05,298.3901,81.3413,209.7097,223.2584,106.0792,94.4447,125.0504,225.1728,231.2697,157.2685,145.6274,197.2988
2004-03-12,309.382,80.5227,203.1229,221.4875,104.6534,96.3216,125.6908,226.5657,235.0202,155.8056,145.3905,198.055
2004-03-19,313.88,83.8648,196.9829,227.5806,106.7083,94.9756,128.7813,228.1334,236.6115,153.0352,140.8712,198.5755
2004-03-26,300.2214,84.3886,203.2014,225.3883,108.2012,95.7543,128.6025,224.3939,229.5614,154.321,136.7382,197.4635
2004-04-02,299.6485,84.6557,201.3356,229.0857,105.8896,95.0842,129.3089,225.2221,223.1948,152.3871,133.3401,198.0256
2004-04-09,304.6855,86.9032,194.7816,229.8127,107.1425,94.9572,130.2313,225.5619,223.9937,152.8974,134.2682,202.3157
2004-04-16,292.1384,86.9204,194.258,223.4319,105.9912,94.8624,131.9945,223.6546,225.7648,150.7037,133.0902,202.7487
2004-04-23,284.9511,86.4157,191.9144,222.7793,102.8017,92.7957,131.4486,227.5396,225.7596,152.2552,135.314,202.6534
2004-04-30,283.3473,86.3405,191.3991,228.8207,104.0558,91.6549,127.994,230.0178,219.6584,155.2299,130.9199,209.0879
2004-05-07,278.765,87.6162,187.0223,228.3648,101.5373,92.331,128.7817,230.1989,220.7113,153.3674,130.1666,207.8932
2004-05-14,267.4749,86.1478,192.5743,231.8989,104.1581,93.6437,128.2745,230.0987,216.976,153.3659,130.9731,207.0353
2004-05-21,265.6197,86.8948,191.6505,238.4329,100.5997,93.7649,129.4213,232.7969,213.2185,152.3662,127.761,198.837
2004-05-28,265.2201,87.4863,189.6833,243.4718,100.2625,94.2127,128.9511,226.1761,210.7942,153.2519,125.8531,208.4538
2004-06-04,272.2326,85.1144,188.3553,243.909,100.8162,95.4686,130.6528,223.6492,206.295,151.0282,127.5756,210.3213
2004-06-11,272.9308,86.3244,194.2109,246.6632,102.2608,94.1556,128.6986,229.2692,206.0206,150.8956,129.1459,206.3558
2004-06-18,274.2571,90.6933,191.1091,244.4085,103.049,92.3506,128.3325,223.0909,205.4871,148.4446,129.8764,206.5517
2004-06-25,275.0912,91.4775,184.2321,246.4973,104.9907,92.4518,130.5761,220.0433,205.852,146.4129,129.2104,202.5853
2004-07-02,272.4454,92.7908,184.7276,253.3284,106.7923,94.2946,131.2544,226.6158,204.177,146.6936,128.2943,199.1052
2004-07-09,270.1483,93.0315,183.4988,259.2017,109.1597,92.8356,133.3712,223.7877,201.5874,151.1165,126.9951,203.0184
2004-07-16,266.731,92.4226,181.9373,256.6203,111.8622,93.1991,136.4984,223.7015,199.6327,155.1832,124.0584,198.3679
2004-07-23,277.1894,88.3084,181.1609,257.0096,114.3251,93.1202,136.3281,226.0804,195.6819,159.1447,121.9814,203.0691
2004-07-30,277.1367,91.4202,179.9929,259.0549,111.8383,93.0593,135.7562,218.2906,196.437,156.1584,123.8662,205.2108
2004-08-06,292.8203,89.4339,174.6757,258.9579,113.345,91.7038,136.3777,212.1753,197.7092,155.8635,125.475,209.066
2004-08-13,283.152,85.8443,176.1043,263.9473,116.3144,91.1235,135.8733,214.7912,200.5427,158.1335,127.2663,211.2114
2004-08-20,280.6653,86.2314,180.2746,269.779,115.5539,92.8296,134.6584,217.2297,197.2972,161.4588,124.1853,210.9952
2004-08-27,273.0801,86.9896,176.8066,268.8232,115.3013,94.1692,133.563,222.6739,195.9311,161.8227,127.2649,215.752
2004-09-03,259.686,86.7818,178.6257,268.9908,116.1413,91.9178,133.4262,227.6424,193.7212,167.7015,128.1417,219.6236
2004-09-10,251.6674,88.5779,171.0264,272.7734,117.5322,92.4314,133.1477,229.2772,197.4585,166.6907,124.1392,217.5717
2004-09-17,260.8479,88.295,176.2644,261.7626,117.1162,91.531,136.546,225.3791,195.3731,170.9802,123.2184,218.6555
2004-09-24,261.8636,90.4122,172.5617,267.8914,116.8842,90.7624,139.2344,227.4812,197.1871,174.9249,127.3845,226.7898
2004-10-01,250.5612,89.8209,174.7738,266.6452,118.4941,92.8975,139.4487,227.3754,203.1346,174.4154,133.1974,229.754
2004-10-08,251.5533,87.6714,172.4074,263.4036,118.1103,95.8267,139.4666,220.5446,208.6025,174.3196,133.7774,221.0006
2004-10-15,253.1965,87.1239,175.8966,267.8822,119.5275,94.1246,138.8365,222.141,210.2097,171.5806,126.7452,222.3307
2004-10-22,252.4097,91.231,174.4207,269.1012,121.8977,95.9436,136.3822,218.3998,209.7294,167.3322,129.3162,225.474
2004-10-29,257.9121,87.6464,167.1798,268.5232,125.2794,96.6441,133.9545,221.2675,210.8692,168.6027,127.0481,225.2521
2004-11-05,263.7964,88.3889,165.0602,267.0297,126.8957,98.5601,130.2202,217.0233,208.4906,172.1686,129.3514,218.3017
2004-11-12,264.9611,88.888,166.5691,269.6085,127.0584,97.9919,130.0901,219.3759,214.8606,170.8729,127.8029,218.9025
2004-11-19,266.2526,84.6348,158.728,268.4463,128.6842,96.5586,133.8493,214.3396,212.1759,174.7497,130.2117,225.1589
2004-11-26,275.8248,88.5064,156.0175,263.8218,128.3247,95.5484,135.6044,212.0439,218.8496,174.4489,130.9841,216.3716
2004-12-03,270.5437,90.2235,150.2553,267.4511,132.6711,94.9033,137.0789,216.4177,218.7645,171.257,134.3827,213.9281
2004-12-10,268.8784,93.5268,148.6115,267.1486,130.5011,98.3948,138.3838,217.9811,221.4988,173.4565,128.359,218.281
2004-12-17,269.5757,91.4006,148.9222,267.0807,133.1258,99.9489,141.0945,212.8826,228.9525,175.4686,129.0331,224.9349
2004-12-24,264.5317,89.9025,148.4393,262.4237,137.7415,101.5962,141.5934,216.8301,229.8134,174.7551,125.4464,231.5207
2004-12-31,267.013,91.047,150.8569,262.1121,138.041,103.6304,137.8114,227.1723,228.8802,180.1906,121.8303,233.9156
2005-01-07,273.8221,93.5341,151.0996,264.9023,139.6545,104.3291,135.1147,227.6042,225.3833,174.338,122.4721,228.9685
2005-01-14,280.1916,93.7284,141.2055,269.8762,135.4812,105.2968,139.2028,227.8833,234.0331,175.2012,120.498,234.6528
2005-01-21,283.6139,90.1848,146.0935,277.763,142.0657,104.3603,137.7981,232.7103,234.3714,178.4236,122.3582,234.7672
2005-01-28,289.391,96.5218,150.203,281.6155,142.8614,106.01,140.3905,230.2096,232.1427,180.4434,115.8012,243.8229
2005-02-04,300.2369,94.0276,151.0397,283.4883,144.642,103.9698,142.2007,233.5487,233.8919,178.0372,117.7536,244.2419
2005-02-11,295.9251,92.9541,157.8591,288.5693,147.2986,104.642,139.1466,238.7726,236.6756,180.9499,112.6738,249.024
2005-02-18,293.9978,94.8803,161.8894,284.5944,145.8763,105.4052,139.3673,242.8808,242.8934,187.2077,114.8731,255.814
2005-02-25,301.8303,95.4365,160.3136,283.0359,147.9004,106.9587,140.0449,251.354,245.5801,190.5415,112.535,257.6284
2005-03-04,301.6224,95.9792,160.0623,276.367,150.3296,105.9658,138.0093,248.699,251.8564,191.4946,115.2368,261.8739
2005-03-11,309.1755,97.3607,159.3064,285.8644,151.5301,105.9068,141.2978,247.2046,255.4867,191.521,115.4607,256.8845
2005-03-18,300.3806,98.575,155.5877,285.0657,149.1421,104.4356,145.0171,243.3054,262.01,188.5319,120.8059,256.5515
2005-03-25,294.1662,101.6673,151.1064,292.5767,146.935,104.4147,144.6315,245.8232,266.1611,184.4209,124.4018,265.8482
2005-04-01,301.4853,102.2817,153.7618,289.9215,145.2123,105.7956,144.4316,244.7997,265.2393,186.7611,128.5845,269.6875
2005-04-08,298.6171,99.5904,161.798,300.3322,150.5631,103.7663,146.3283,243.433,260.3443,185.1625,126.4179,274.2651
2005-04-15,311.0027,100.4886,163.0408,293.5278,151.4456,101.7803,145.7006,243.5594,261.9211,186.7851,123.3832,282.7826
2005-04-22,309.8406,100.8613,165.8509,306.0816,149.4522,101.6477,146.9368,241.4452,264.3555,187.8577,120.8447,278.9182
2005-04-29,311.4172,101.8598,167.748,303.4853,150.4912,98.6337,147.8598,240.8383,265.2762,187.3442,121.1455,272.612
2005-05-06,331.3329,101.4659,165.9389,308.4642,151.6048,99.0432,148.4888,241.1678,262.3024,193.1552,122.219,282.6778
2005-05-13,322.0696,107.2501,164.2706,302.6729,150.496,97.3521,150.4544,243.6008,263.5269,196.7198,122.1448,278.291
2005-05-20,319.9917,102.4821,169.191,310.169,148.7576,95.9682,153.6986,242.623,262.4342,193.6087,118.6768,280.2724
2005-05-27,317.7191,103.1702,174.7396,307.0052,151.0909,95.8512,151.4967,245.7137,266.2145,193.9814,121.8316,267.3666
2005-06-03,317.7232,102.2627,172.0998,310.343,151.4614,97.3846,154.4618,243.3918,269.8962,188.5886,124.0922,275.2262
2005-06-10,336.3362,102.6098,170.0013,315.7083,152.084,99.7594,159.6282,247.0279,271.2159,191.8976,123.4664,283.2847
2005-06-17,338.9776,98.7367,171.7908,320.4603,150.0352,100.6016,159.6341,249.9327,269.8514,192.2791,127.8523,280.9644
2005-06-24,356.1767,100.6689,172.7355,319.8551,150.2319,102.0916,161.183,246.2583,272.3032,196.727,125.039,285.9718
2005-07-01,373.9577,102.1616,170.2484,322.6832,149.1802,102.6099,164.0375,250.7737,263.9999,190.9933,125.691,294.9345
2005-07-08,382.7578,101.8074,175.3007,317.7515,153.1261,101.0623,168.2346,246.6839,262.9961,190.6656,123.2487,297.5896
2005-07-15,391.9261,102.7022,170.3218,311.0452,152.5763,101.9634,171.2569,240.0882,263.8767,193.8611,119.2133,301.3367
2005-07-22,392.6361,100.5582,161.9283,311.8963,156.6601,103.7782,174.4335,237.206,261.7374,201.9023,116.7904,312.9302
2005-07-29,409.0476,99.338,162.417,313.3313,157.2596,103.5962,176.0313,238.2353,260.7582,205.8026,122.6753,310.0934
2005-08-05,404.8257,99.3753,163.6475,315.4698,158.426,103.2788,175.691,235.4945,254.0515,201.8996,121.029,310.3676
2005-08-12,413.4454,99.2738,155.2032,328.1351,158.4092,104.4346,172.8041,230.9628,257.8616,201.8766,117.7732,312.8298
2005-08-19,427.185,98.3128,161.4039,320.8236,160.6057,105.5578,179.672,229.902,265.1406,203.774,114.2749,311.7877
2005-08-26,430.1929,96.7724,163.6131,324.4422,158.8888,104.4753,179.0965,228.3938,274.3697,199.1461,111.233,307.7655
2005-09-02,421.8197,96.3345,167.3786,322.5066,155.3975,107.953,177.0074,238.9371,276.0296,201.9312,107.0928,310.9569
2005-09-09,431.4636,96.9362,166.1889,318.6161,155.8925,109.6312,178.0281,240.9665,268.4134,200.3775,106.004,316.1898
2005-09-16,428.083,102.6451,165.5,319.6783,159.1735,109.9146,178.9923,246.7227,269.399,206.8884,106.0689,307.9589
2005-09-23,421.9193,102.6331,163.9798,319.237,159.2103,111.6434,186.512,249.4762,272.5647,197.4695,105.5436,308.4368
2005-09-30,412.5398,101.8891,161.8933,325.2563,159.6935,113.4444,185.8154,246.3118,271.3542,200.6948,109.2735,309.6147
2005-10-07,397.0102,102.2906,162.352,328.122,161.0691,112.6234,186.6183,245.4679,274.3617,200.8013,107.3464,317.0806
2005-10-14,391.53,99.5098,160.0987,329.3242,163.8371,113.0316,189.7158,248.747,272.3179,198.4672,107.4893,331.2932
2005-10-21,376.231,97.0094,155.8066,334.5843,162.782,114.3648,188.3213,255.6466,273.0171,190.5267,109.499,335.6996
2005-10-28,385.2251,96.3659,152.5149,335.8844,161.4111,112.6069,191.0695,255.0904,271.2381,188.5314,107.9617,341.297
2005-11-04,380.327,94.8465,149.689,332.6252,163.9767,115.0072,191.1162,259.0306,273.0848,186.1015,104.1705,343.2582
2005-11-11,401.0523,94.2867,151.3514,332.0738,164.2269,115.4705,187.7173,255.2557,275.5973,185.1946,104.4682,349.6338
2005-11-18,397.6874,92.7226,149.8915,321.3217,164.4778,113.2289,189.3747,258.1876,278.1168,184.0047,105.2598,358.3195
2005-11-25,394.0351,95.5574,148.2166,309.3118,165.3318,114.241,194.7849,262.7104,283.5007,184.2012,108.1206,353.526
2005-12-02,395.8577,99.3771,140.2909,310.8115,167.3717,114.5043,193.7533,261.1543,287.9533,180.6803,109.3341,365.0111
2005-12-09,386.8784,101.0789,143.8376,308.163,170.2096,117.1802,191.8826,256.7702,286.5552,184.2447,109.1059,365.2947
2005-12-16,387.1399,104.0676,142.6845,307.6228,167.2494,116.057,194.9393,254.2279,287.9139,189.982,109.9168,368.5995
2005-12-23,376.6688,103.249,140.8539,310.206,167.8226,115.9643,193.4069,254.5595,292.2301,190.0789,116.292,363.5233
2005-12-30,379.7613,103.8287,144.4434,309.4223,167.7017,115.5784,194.8104,251.1231,287.5244,191.7442,114.2179,362.6012
2006-01-06,393.1535,106.5877,149.3821,305.0895,164.7015,114.6198,197.7795,249.6401,293.9688,185.2623,115.7527,364.6703
2006-01-13,409.1487,106.3835,141.9064,306.7858,165.2078,117.0886,191.4852,255.4725,296.0466,186.9474,113.2468,368.8883
2006-01-20,404.4827,108.2946,139.5499,302.581,168.396,121.1305,197.6043,256.9161,295.8579,186.1931,122.2789,369.1314
2006-01-27,413.864,108.5012,144.6675,299.7592,165.8148,118.3564,193.4572,259.3616,299.8251,186.1767,124.0774,358.719
2006-02-03,411.9501,112.5408,150.7002,300.0514,168.6152,120.4326,193.5657,258.6786,294.9443,189.5842,124.5312,358.0584
2006-02-10,431.4702,114.0461,151.5007,298.702,166.5894,117.709,193.51,256.9787,290.1677,189.5286,127.3165,355.3763
2006-02-17,406.9413,116.0765,155.2228,298.5775,165.4539,115.7016,190.9001,256.5396,294.8157,188.0649,124.4197,365.8268
2006-02-24,412.2525,119.9694,156.7614,300.0642,166.7741,112.7728,190.3931,253.8247,294.9679,193.6363,120.4213,361.2178
2006-03-03,414.7625,119.6231,155.4083,300.1163,161.3238,112.5857,189.037,261.3392,294.6986,188.8816,119.8857,376.9774
2006-03-10,423.4457,121.9842,153.0856,295.7775,159.9642,112.6063,191.5581,254.7777,296.93,187.9096,117.1829,370.9865
2006-03-17,414.1892,119.0702,159.697,296.4241,154.1594,111.1079,186.1203,255.3188,291.5127,193.4039,112.152,360.7217
2006-03-24,410.3667,116.8934,151.9632,295.542,154.8605,112.9902,185.1627,249.6955,291.8317,196.1947,118.3718,363.905
2006-03-31,416.1759,118.3727,154.8434,300.5509,159.9081,112.4818,187.9658,250.4154,291.615,194.3622,117.0012,362.0203
2006-04-07,426.7549,114.8287,156.3448,300.1616,159.9048,112.5708,190.5476,252.9192,288.4394,195.5932,119.4518,352.6715
2006-04-14,422.168,108.1813,159.229,299.9642,156.6519,110.0076,190.6967,251.5817,282.4685,191.4559,116.8424,363.454
2006-04-21,415.6902,104.9843,155.5769,303.9171,156.9578,112.363,187.3833,249.0034,281.136,196.0538,117.5392,365.71
2006-04-28,411.8962,102.8901,154.1806,297.6301,152.8707,112.0982,184.5905,251.7779,280.5147,198.4567,124.7243,350.6978
2006-05-05,405.4132,100.2033,145.7878,302.7783,154.6619,106.9967,180.2523,252.9734,277.5896,205.3207,124.9839,357.2234
2006-05-12,398.5899,98.6329,136.9765,308.1449,155.9237,109.2837,175.0232,257.2862,269.6865,200.0369,123.4472,371.0059
2006-05-19,404.2113,95.2561,135.5247,310.8601,151.7129,109.6531,173.0447,259.285,273.6206,200.2711,119.4587,368.6815
2006-05-26,390.089,95.9581,131.5423,311.0807,149.282,108.6518,173.8538,264.2199,268.309,200.3505,114.4773,364.6904
2006-06-02,383.7315,93.64,134.753,310.7016,149.5593,108.54,176.37,269.1832,261.5262,199.222,121.2542,368.7685
2006-06-09,382.3778,96.3701,131.5257,309.5078,147.9362,107.8068,173.7399,270.7087,258.8003,198.4621,120.534,376.037
2006-06-16,385.2472,97.7784,133.1388,301.8975,150.4568,109.6808,173.4987,275.4488,263.3869,196.924,119.698,379.3137
2006-06-23,389.5673,96.3151,132.1625,305.5453,151.5361,109.1233,173.3427,272.166,260.3668,192.6664,118.6361,370.9259
2006-06-30,390.8496,96.2008,129.5144,303.3947,149.6409,109.9726,172.9407,272.7357,265.2914,196.8875,115.6615,372.7838
2006-07-07,387.4118,97.7525,130.4006,293.7758,150.6492,109.263,171.2738,269.7639,265.6521,193.1242,113.0793,362.4301
2006-07-14,401.2558,99.3748,129.7573,288.6956,151.7421,108.6993,171.4109,260.9073,261.5108,191.7495,114.2483,366.0146
2006-07-21,394.8752,101.3872,128.0093,284.0524,152.6134,104.8602,172.4637,266.6582,261.243,188.0196,116.4523,363.4704
2006-07-28,392.4162,103.9306,128.4495,275.6924,150.9408,106.6552,168.4101,261.5825,262.0329,184.4766,112.0992,349.3329
2006-08-04,391.6533,106.9845,126.6155,275.2325,147.5054,104.1772,168.6752,256.1408,261.7928,186.9233,110.9039,344.6545
2006-08-11,393.2163,108.2959,127.5388,272.9731,147.2237,103.1167,161.1609,259.3649,257.5622,190.1523,109.0434,337.1542
2006-08-18,391.2416,113.3988,125.8008,272.002,150.2112,99.4289,158.3239,256.6218,247.4626,190.6261,110.3462,330.3208
2006-08-25,403.732,115.4893,124.7068,264.0296,149.0049,100.3472,159.7564,263.641,248.3508,182.0839,112.9409,328.0346
2006-09-01,392.245,115.7449,118.9548,260.4168,152.2232,97.9104,160.2898,263.5047,248.8511,184.4831,110.6104,327.0084
2006-09-08,374.2564,110.7016,120.9145,265.1549,148.095,94.3601,161.4404,254.3255,250.564,181.4259,116.6039,333.2117
2006-09-15,376.1842,110.7495,123.6884,253.7268,145.2689,95.9413,157.4365,251.1354,249.3981,185.359,118.095,325.3515
2006-09-22,379.3391,110.6186,121.6974,252.7088,144.0162,97.4075,159.0447,250.6188,249.0063,187.6817,121.9349,323.2549
2006-09-29,367.8623,106.1771,118.8568,253.2849,140.7433,100.2579,156.4018,249.2915,249.4548,188.045,123.0466,319.0655
2006-10-06,371.5752,109.6221,114.4639,250.6971,141.226,100.1503,161.6127,246.9548,243.9529,186.6199,118.3295,316.5326
2006-10-13,369.1299,112.6547,115.2173,251.8712,139.5858,103.0665,160.8958,241.4664,248.0332,183.3954,117.344,307.5788
2006-10-20,356.781,116.0156,114.5987,253.0947,139.6459,106.4,160.2758,237.8118,248.0312,183.8551,117.2734,316.0179
2006-10-27,363.5417,117.9983,114.5966,252.5571,137.4927,108.0567,162.8679,241.0838,243.1412,181.1659,116.3276,319.5038
2006-11-03,366.7839,119.9777,118.2292,249.8962,133.75,106.4297,161.9626,238.5243,236.1256,177.6311,110.5665,324.3626
2006-11-10,348.3062,119.7781,119.842,248.4421,134.1084,106.3379,158.2889,238.717,230.2297,174.4413,110.0384,323.4518
2006-11-17,343.3465,118.6808,116.0832,249.6832,130.7242,106.0951,155.5664,242.2602,228.3533,171.6855,107.5301,324.0119
2006-11-24,345.5811,117.4909,112.2156,247.1034,130.7343,105.7977,150.7798,240.7726,225.7606,166.8395,106.4308,325.0282
2006-12-01,350.8551,114.5523,112.3909,247.976,130.3196,104.7807,149.2257,234.1021,228.0152,160.8585,105.4471,325.0518
2006-12-08,347.8141,115.6494,109.4753,258.1866,126.1682,105.686,150.2936,235.8602,224.1297,161.3252,107.1937,328.0001
